entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7300,1,1,2101297,1,,19,0,1,0,,
7283,2,2,2103168,3,,19,0,1,0,,
7299,3,3,2109794,2,,19,0,1,0,,
7314,4,4,2112333,4,,19,0,1,0,,
7313,5,5,2118611,12,,19,0,1,0,,
7312,6,6,2120103,5,,19,0,1,0,,
7303,7,7,2121161,17,,19,0,1,0,,
7294,8,8,2122477,9,,19,0,1,0,,
7290,9,9,2123039,11,,19,0,1,0,,
7287,10,10,2123505,13,,19,0,1,0,,
7309,11,11,2124160,18,,19,0,1,0,,
7311,12,12,2126157,6,,19,0,1,0,,
7296,13,13,2126267,19,,19,0,1,0,,
7288,14,14,2128165,15,,19,0,1,0,,
7293,15,15,2130820,16,,19,0,1,0,,
7297,16,DNF,,7,,11,0,1,0,,Daños por colisión
7291,17,DNF,,10,,10,0,1,0,,Accidente
7284,18,DNF,,8,,10,0,1,0,,Accidente
7302,19,DNF,,20,,2,0,1,0,,Trompo
7305,20,DNF,,14,,0,0,1,0,,Trompo
