entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7283,1,1,1498433,1,,11,0,1,0,,
7300,2,2,1505110,2,,11,0,1,0,,
7290,3,3,1509166,6,,11,0,1,0,,
7312,4,4,1511081,3,,11,0,1,0,,
7311,5,5,1513449,4,,11,0,1,0,,
7299,6,6,1514485,5,,11,0,1,0,,
7313,7,7,1515190,7,,11,0,1,0,,
7314,8,8,1515255,10,,11,0,1,0,,
7291,9,9,1520843,9,,11,0,1,0,,
7307,10,10,1521239,11,,11,0,1,0,,
7293,11,11,1523440,14,,11,0,1,0,,
7303,12,12,1524736,12,,11,0,1,0,,
7287,13,13,1525439,17,,11,0,1,0,,
7296,14,14,1531419,18,,11,0,1,0,,
7288,15,15,1534775,19,,11,0,1,0,,
7302,16,16,1536004,13,,11,0,1,0,,
7297,17,17,1536260,20,,11,0,1,0,,
7309,18,18,1537700,16,,11,0,1,0,,
7284,19,DNF,,8,,8,0,1,0,,Daños por colisión
7294,20,DNF,,15,,2,0,1,0,,Accident
